NO.,HEAD,CHANGE TYPE,CHANGED STATEMENT,PARENT ENTITY,ROOT ENTITY,SIGNIFICANCE LEVEL
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_UPDATE","ASSIGNMENT: fetcher = new TestLocalUriFetcher(ApplicationProvider.getApplicationContext(), Uri.parse("content://empty"));","METHOD: com.bumptech.glide.load.data.LocalUriFetcherTest.setUp()","com.bumptech.glide.load.data.LocalUriFetcherTest.setUp()","LOW"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_INSERT","VARIABLE_DECLARATION_STATEMENT: Context context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.data.resource.FileDescriptorLocalUriFetcherTest.testLoadResource_returnsFileDescriptor()","com.bumptech.glide.load.data.resource.FileDescriptorLocalUriFetcherTest.testLoadResource_returnsFileDescriptor()","LOW"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_DELETE","VARIABLE_DECLARATION_STATEMENT: Context context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.data.resource.FileDescriptorLocalUriFetcherTest.testLoadResource_returnsFileDescriptor()","com.bumptech.glide.load.data.resource.FileDescriptorLocalUriFetcherTest.testLoadResource_returnsFileDescriptor()","MEDIUM"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_INSERT","VARIABLE_DECLARATION_STATEMENT: Context context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.data.resource.FileDescriptorLocalUriFetcherTest.testLoadResource_withNullFileDescriptor_callsLoadFailed()","com.bumptech.glide.load.data.resource.FileDescriptorLocalUriFetcherTest.testLoadResource_withNullFileDescriptor_callsLoadFailed()","LOW"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_DELETE","VARIABLE_DECLARATION_STATEMENT: Context context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.data.resource.FileDescriptorLocalUriFetcherTest.testLoadResource_withNullFileDescriptor_callsLoadFailed()","com.bumptech.glide.load.data.resource.FileDescriptorLocalUriFetcherTest.testLoadResource_withNullFileDescriptor_callsLoadFailed()","MEDIUM"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_INSERT","VARIABLE_DECLARATION_STATEMENT: Context context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.data.resource.StreamLocalUriFetcherTest.testLoadResource_returnsInputStream()","com.bumptech.glide.load.data.resource.StreamLocalUriFetcherTest.testLoadResource_returnsInputStream()","LOW"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_DELETE","VARIABLE_DECLARATION_STATEMENT: Context context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.data.resource.StreamLocalUriFetcherTest.testLoadResource_returnsInputStream()","com.bumptech.glide.load.data.resource.StreamLocalUriFetcherTest.testLoadResource_returnsInputStream()","MEDIUM"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_INSERT","VARIABLE_DECLARATION_STATEMENT: Context context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.data.resource.StreamLocalUriFetcherTest.testLoadResource_withNullInputStream_callsLoadFailed()","com.bumptech.glide.load.data.resource.StreamLocalUriFetcherTest.testLoadResource_withNullInputStream_callsLoadFailed()","LOW"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_DELETE","VARIABLE_DECLARATION_STATEMENT: Context context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.data.resource.StreamLocalUriFetcherTest.testLoadResource_withNullInputStream_callsLoadFailed()","com.bumptech.glide.load.data.resource.StreamLocalUriFetcherTest.testLoadResource_withNullInputStream_callsLoadFailed()","MEDIUM"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_UPDATE","ASSIGNMENT: dir = ApplicationProvider.getApplicationContext().getCacheDir();","METHOD: com.bumptech.glide.load.engine.cache.DiskLruCacheWrapperTest.setUp()","com.bumptech.glide.load.engine.cache.DiskLruCacheWrapperTest.setUp()","LOW"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_UPDATE","RETURN_STATEMENT: new MemorySizeCalculator.Builder(ApplicationProvider.getApplicationContext()).setMemoryCacheScreens(memoryCacheScreens).setBitmapPoolScreens(bitmapPoolScreens).setMaxSizeMultiplier(sizeMultiplier).setActivityManager(activityManager).setScreenDimensions(screenDimensions).setArrayPoolSize(byteArrayPoolSizeBytes).build();","METHOD: com.bumptech.glide.load.engine.cache.MemorySizeCalculatorTest.MemorySizeHarness.getCalculator()","com.bumptech.glide.load.engine.cache.MemorySizeCalculatorTest.MemorySizeHarness.getCalculator()","LOW"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_INSERT","ASSIGNMENT: app = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.request.RequestOptionsTest.setUp()","com.bumptech.glide.request.RequestOptionsTest.setUp()","LOW"
7,e2a467ddb71d76e9da84933a6bce65b30f86c494,"STATEMENT_DELETE","ASSIGNMENT: app = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.request.RequestOptionsTest.setUp()","com.bumptech.glide.request.RequestOptionsTest.setUp()","MEDIUM"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","ASSIGNMENT: resources = ApplicationProvider.getApplicationContext().getResources();","METHOD: com.bumptech.glide.load.resource.bitmap.LazyBitmapDrawableResourceTest.setUp()","com.bumptech.glide.load.resource.bitmap.LazyBitmapDrawableResourceTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_INSERT","ASSIGNMENT: context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.resource.bitmap.CenterInsideTest.setUp()","com.bumptech.glide.load.resource.bitmap.CenterInsideTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_DELETE","ASSIGNMENT: context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.resource.bitmap.CenterInsideTest.setUp()","com.bumptech.glide.load.resource.bitmap.CenterInsideTest.setUp()","MEDIUM"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_INSERT","ASSIGNMENT: context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.resource.bitmap.CenterCropTest.setUp()","com.bumptech.glide.load.resource.bitmap.CenterCropTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_DELETE","ASSIGNMENT: context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.resource.bitmap.CenterCropTest.setUp()","com.bumptech.glide.load.resource.bitmap.CenterCropTest.setUp()","MEDIUM"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_INSERT","ASSIGNMENT: context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.resource.bitmap.BitmapTransformationTest.setUp()","com.bumptech.glide.load.resource.bitmap.BitmapTransformationTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_DELETE","ASSIGNMENT: context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.resource.bitmap.BitmapTransformationTest.setUp()","com.bumptech.glide.load.resource.bitmap.BitmapTransformationTest.setUp()","MEDIUM"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","RETURN_STATEMENT: new BitmapDrawableResource(new BitmapDrawable(ApplicationProvider.getApplicationContext().getResources(), bitmap), bitmapPool);","METHOD: com.bumptech.glide.load.resource.bitmap.BitmapDrawableResourceTest.BitmapDrawableResourceHarness.create()","com.bumptech.glide.load.resource.bitmap.BitmapDrawableResourceTest.BitmapDrawableResourceHarness.create()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_INSERT","VARIABLE_DECLARATION_STATEMENT: Context context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.resource.bitmap.CircleCropTest.setup()","com.bumptech.glide.load.resource.bitmap.CircleCropTest.setup()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_DELETE","VARIABLE_DECLARATION_STATEMENT: Context context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.resource.bitmap.CircleCropTest.setup()","com.bumptech.glide.load.resource.bitmap.CircleCropTest.setup()","MEDIUM"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_INSERT","ASSIGNMENT: context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.resource.bitmap.BitmapDrawableTransformationTest.setUp()","com.bumptech.glide.load.resource.bitmap.BitmapDrawableTransformationTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_DELETE","ASSIGNMENT: context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.resource.bitmap.BitmapDrawableTransformationTest.setUp()","com.bumptech.glide.load.resource.bitmap.BitmapDrawableTransformationTest.setUp()","MEDIUM"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_INSERT","ASSIGNMENT: context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.resource.bitmap.FitCenterTest.setUp()","com.bumptech.glide.load.resource.bitmap.FitCenterTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_DELETE","ASSIGNMENT: context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.resource.bitmap.FitCenterTest.setUp()","com.bumptech.glide.load.resource.bitmap.FitCenterTest.setUp()","MEDIUM"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_INSERT","ASSIGNMENT: context = RuntimeEnvironment.application;","METHOD: com.bumptech.glide.load.resource.gif.GifDrawableTransformationTest.setUp()","com.bumptech.glide.load.resource.gif.GifDrawableTransformationTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_DELETE","ASSIGNMENT: context = ApplicationProvider.getApplicationContext();","METHOD: com.bumptech.glide.load.resource.gif.GifDrawableTransformationTest.setUp()","com.bumptech.glide.load.resource.gif.GifDrawableTransformationTest.setUp()","MEDIUM"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_INSERT","RETURN_STATEMENT: Glide.get(RuntimeEnvironment.application);","METHOD: com.bumptech.glide.load.resource.gif.GifFrameLoaderTest.getGlideSingleton()","com.bumptech.glide.load.resource.gif.GifFrameLoaderTest.getGlideSingleton()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_DELETE","RETURN_STATEMENT: Glide.get(ApplicationProvider.getApplicationContext());","METHOD: com.bumptech.glide.load.resource.gif.GifFrameLoaderTest.getGlideSingleton()","com.bumptech.glide.load.resource.gif.GifFrameLoaderTest.getGlideSingleton()","MEDIUM"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","ASSIGNMENT: view = new ImageView(ApplicationProvider.getApplicationContext());","METHOD: com.bumptech.glide.request.target.ImageViewTargetTest.setUp()","com.bumptech.glide.request.target.ImageViewTargetTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","CLASS_INSTANCE_CREATION: new AppWidgetTarget(ApplicationProvider.getApplicationContext(), viewId, views);","METHOD: com.bumptech.glide.request.target.AppWidgetTargetTest.testThrowsWhenGivenEmptyWidgetIds()","com.bumptech.glide.request.target.AppWidgetTargetTest.testThrowsWhenGivenEmptyWidgetIds()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","CLASS_INSTANCE_CREATION: new AppWidgetTarget(ApplicationProvider.getApplicationContext(), viewId, null, mock(ComponentName.class));","METHOD: com.bumptech.glide.request.target.AppWidgetTargetTest.testThrowsWhenGivenNullRemoteViewsWithComponentName()","com.bumptech.glide.request.target.AppWidgetTargetTest.testThrowsWhenGivenNullRemoteViewsWithComponentName()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","CLASS_INSTANCE_CREATION: new AppWidgetTarget(ApplicationProvider.getApplicationContext(), viewId, views, (ComponentName) null);","METHOD: com.bumptech.glide.request.target.AppWidgetTargetTest.testThrowsWhenGivenNullComponentName()","com.bumptech.glide.request.target.AppWidgetTargetTest.testThrowsWhenGivenNullComponentName()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","VARIABLE_DECLARATION_STATEMENT: AppWidgetTarget target = new AppWidgetTarget(ApplicationProvider.getApplicationContext(), viewId, views, widgetIds);","METHOD: com.bumptech.glide.request.target.AppWidgetTargetTest.testUpdatesAppWidgetWhenCreatedWithWidgetIds()","com.bumptech.glide.request.target.AppWidgetTargetTest.testUpdatesAppWidgetWhenCreatedWithWidgetIds()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","ASSIGNMENT: shadowManager = Shadow.extract(AppWidgetManager.getInstance(ApplicationProvider.getApplicationContext()));","METHOD: com.bumptech.glide.request.target.AppWidgetTargetTest.setUp()","com.bumptech.glide.request.target.AppWidgetTargetTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","CLASS_INSTANCE_CREATION: new AppWidgetTarget(ApplicationProvider.getApplicationContext(), viewId, views, (int[]) null);","METHOD: com.bumptech.glide.request.target.AppWidgetTargetTest.testThrowsWhenGivenNullWidgetIds()","com.bumptech.glide.request.target.AppWidgetTargetTest.testThrowsWhenGivenNullWidgetIds()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","CLASS_INSTANCE_CREATION: new AppWidgetTarget(ApplicationProvider.getApplicationContext(), viewId, null, 1);","METHOD: com.bumptech.glide.request.target.AppWidgetTargetTest.testThrowsWhenGivenNullRemoteViewsWithWidgetIds()","com.bumptech.glide.request.target.AppWidgetTargetTest.testThrowsWhenGivenNullRemoteViewsWithWidgetIds()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","VARIABLE_DECLARATION_STATEMENT: AppWidgetTarget target = new AppWidgetTarget(ApplicationProvider.getApplicationContext(), viewId, views, widgetIds);","METHOD: com.bumptech.glide.request.target.AppWidgetTargetTest.testSetsBitmapOnRemoteViewsWithViewIdWhenCreatedWithWidgetIds()","com.bumptech.glide.request.target.AppWidgetTargetTest.testSetsBitmapOnRemoteViewsWithViewIdWhenCreatedWithWidgetIds()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","VARIABLE_DECLARATION_STATEMENT: AppWidgetTarget target = new AppWidgetTarget(ApplicationProvider.getApplicationContext(), viewId, views, componentName);","METHOD: com.bumptech.glide.request.target.AppWidgetTargetTest.testUpdatesAppWidgetWhenCreatedWithComponentName()","com.bumptech.glide.request.target.AppWidgetTargetTest.testUpdatesAppWidgetWhenCreatedWithComponentName()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","VARIABLE_DECLARATION_STATEMENT: AppWidgetTarget target = new AppWidgetTarget(ApplicationProvider.getApplicationContext(), viewId, views, componentName);","METHOD: com.bumptech.glide.request.target.AppWidgetTargetTest.testSetsBitmapOnRemoteViewsWithViewIdWhenCreatedWithComponentName()","com.bumptech.glide.request.target.AppWidgetTargetTest.testSetsBitmapOnRemoteViewsWithViewIdWhenCreatedWithComponentName()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","ASSIGNMENT: view = new ImageView(ApplicationProvider.getApplicationContext());","METHOD: com.bumptech.glide.request.target.BitmapImageViewTargetTest.setUp()","com.bumptech.glide.request.target.BitmapImageViewTargetTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","CLASS_INSTANCE_CREATION: new NotificationTarget(ApplicationProvider.getApplicationContext(), 100, 100, 123, mock(RemoteViews.class), null, 456, "tag");","METHOD: com.bumptech.glide.request.target.NotificationTargetTest.testThrowsIfNotificationIsNull()","com.bumptech.glide.request.target.NotificationTargetTest.testThrowsIfNotificationIsNull()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","VARIABLE_DECLARATION_STATEMENT: NotificationManager notificationManager = (NotificationManager) ApplicationProvider.getApplicationContext().getSystemService(Context.NOTIFICATION_SERVICE);","METHOD: com.bumptech.glide.request.target.NotificationTargetTest.setUp()","com.bumptech.glide.request.target.NotificationTargetTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","ASSIGNMENT: target = new NotificationTarget(ApplicationProvider.getApplicationContext(), 100, 100, viewId, remoteViews, notification, notificationId, notificationTag);","METHOD: com.bumptech.glide.request.target.NotificationTargetTest.setUp()","com.bumptech.glide.request.target.NotificationTargetTest.setUp()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","CLASS_INSTANCE_CREATION: new NotificationTarget(ApplicationProvider.getApplicationContext(), 100, 100, 123, null, mock(Notification.class), 456, "tag");","METHOD: com.bumptech.glide.request.target.NotificationTargetTest.testThrowsIfRemoteViewsIsNull()","com.bumptech.glide.request.target.NotificationTargetTest.testThrowsIfRemoteViewsIsNull()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","VARIABLE_DECLARATION_STATEMENT: BitmapDrawable drawable = new BitmapDrawable(ApplicationProvider.getApplicationContext().getResources(), Bitmap.createBitmap(100, 100, Bitmap.Config.ARGB_4444));","METHOD: com.bumptech.glide.request.target.ImageViewTargetFactoryTest.testReturnsTargetForBitmapDrawables()","com.bumptech.glide.request.target.ImageViewTargetFactoryTest.testReturnsTargetForBitmapDrawables()","LOW"
8,8f31fe15bbf14248fba2de1ab5e9c4d09a4436f7,"STATEMENT_UPDATE","ASSIGNMENT: view = new ImageView(ApplicationProvider.getApplicationContext());","METHOD: com.bumptech.glide.request.target.ImageViewTargetFactoryTest.setUp()","com.bumptech.glide.request.target.ImageViewTargetFactoryTest.setUp()","LOW"
9,59ec98c505c17b3efa882522c3312022d1ca88da,"STATEMENT_UPDATE","VARIABLE_DECLARATION_STATEMENT: ExceptionPassthroughInputStream exceptionStream = ExceptionPassthroughInputStream.obtain(bufferedStream);","METHOD: com.bumptech.glide.load.resource.bitmap.StreamBitmapDecoder.decode(InputStream,int,int,Options)","com.bumptech.glide.load.resource.bitmap.StreamBitmapDecoder.decode(InputStream,int,int,Options)","LOW"
9,59ec98c505c17b3efa882522c3312022d1ca88da,"PARAMETER_TYPE_CHANGE","SINGLE_TYPE: exceptionStream: ExceptionPassthroughInputStream","PARAMETER: exceptionStream","com.bumptech.glide.load.resource.bitmap.StreamBitmapDecoder.UntrustedCallbacks.UntrustedCallbacks(RecyclableBufferedInputStream,ExceptionCatchingInputStream)","HIGH"
9,59ec98c505c17b3efa882522c3312022d1ca88da,"ATTRIBUTE_TYPE_CHANGE","SINGLE_TYPE: ExceptionPassthroughInputStream","FIELD: com.bumptech.glide.load.resource.bitmap.StreamBitmapDecoder.UntrustedCallbacks.exceptionStream : ExceptionPassthroughInputStream","com.bumptech.glide.load.resource.bitmap.StreamBitmapDecoder.UntrustedCallbacks.exceptionStream : ExceptionCatchingInputStream","HIGH"
10,2b61482baa90175e0efdf4ec90f06a5051e1b370,"STATEMENT_INSERT","RETURN_STATEMENT: (read + localIn.skip((byteCount - read)));","METHOD: com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream.skip(long)","com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream.skip(long)","LOW"
10,2b61482baa90175e0efdf4ec90f06a5051e1b370,"COMMENT_DELETE","LINE_COMMENT: // We can't skip over the remaining bytes without exceeding the mark limit so there will be no
    // way to reset to a proper position in the stream.","METHOD: com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream.skip(long)","com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream.skip(long)","NONE"
10,2b61482baa90175e0efdf4ec90f06a5051e1b370,"STATEMENT_DELETE","VARIABLE_DECLARATION_STATEMENT: long skipped = localIn.skip((byteCount - read));","METHOD: com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream.skip(long)","com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream.skip(long)","MEDIUM"
10,2b61482baa90175e0efdf4ec90f06a5051e1b370,"STATEMENT_DELETE","ASSIGNMENT: markpos = (- 1);","THEN_STATEMENT: (skipped > 0)","com.bumptech.glide.load.resource.bitmap.RecyclableBufferedInputStream.skip(long)","MEDIUM"
